RecordNo,endtime,qweek,i12_health_1,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,weight,age,gender,state,household_size,employment_status,Vent_3,vac_boost_1,vac12_booster_other,vac_man_1,vac_man_2,vac_man_3,vac_man_4,vac_man_5,vac_man_6,vac_man_7,vac_man_96,vac_man_99,household_children_resp,future_1,future_2,had_covid_2,future_3
53177,22/03/2022 10:14,week 54,Always,Always,Always,Frequently,Sometimes,Sometimes,Always,Frequently,Frequently,Always,Frequently,Rarely,0.745717068,56,Female,New South Wales,2,Part time employment,Frequently, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53178,22/03/2022 09:50,week 54,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,0.754580239,58,Female,Queensland,3,Retired,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,3 – About the same,No,3 – About the same
53179,22/03/2022 10:01,week 54,Always,Frequently,Always,Always,Sometimes,Always,Always,Rarely,Rarely,Rarely,Frequently,Rarely,0.723083305,49,Female,Queensland,2,Not working,Sometimes, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53180,22/03/2022 10:14,week 54,Frequently,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,1.098087052,33,Female,New South Wales,2,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,4,4,Yes,4
53181,22/03/2022 10:23,week 54,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,Sometimes,1.534204506,72,Female,Queensland,2,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same, ,3 – About the same
53182,22/03/2022 10:42,week 54,Rarely,Always,Always,Always,Not at all,Not at all,Always,Frequently,Always,Always,Always,Not at all,0.723083305,47,Female,Queensland,5,Not working,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53183,22/03/2022 10:48,week 54,Always,Sometimes,Always,Always,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,1.534271588,73,Female,Victoria,1,Part time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53184,22/03/2022 11:03,week 54,Sometimes,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,1.534204506,72,Female,Queensland,2,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53185,22/03/2022 11:04,week 54,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Always,Frequently,0.969339937,64,Female,Victoria,2,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,3 – About the same,3 – About the same,No,3 – About the same
53186,22/03/2022 11:07,week 54,Not at all,Frequently,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.928878718,35,Female,Victoria,5,Not working,Not at all, ,__NA__,No,No,No,No,No,No,No,No,Yes,4,3 – About the same,3 – About the same,No,3 – About the same
53187,22/03/2022 11:19,week 54,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Frequently,Frequently,Frequently,Always,Rarely,1.612186502,69,Female,New South Wales,1,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,1 – A lot less impact
53188,22/03/2022 11:30,week 54,Always,Frequently,Always,Always,Sometimes,Frequently,Sometimes,Rarely,Sometimes,Frequently,Frequently,Rarely,0.754580239,61,Female,Queensland,3,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,4,No,3 – About the same
53189,22/03/2022 11:38,week 54,Frequently,Frequently,Always,Always,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Frequently,Sometimes,1.054079941,18,Female,Queensland,4,Unemployed,Sometimes,Yes,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,0,3 – About the same,2,No,1 – A lot less impact
53190,22/03/2022 11:45,week 54,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,0.819212712,44,Female,Victoria,3,Unemployed,Sometimes, ,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,1,3 – About the same,3 – About the same,Yes,3 – About the same
53191,22/03/2022 11:48,week 54,Always,Always,Not at all,Always,Sometimes,Sometimes,Sometimes,Rarely,Not at all,Frequently,Frequently,Rarely,0.928878718,39,Female,Victoria,Prefer not to say,Part time employment,Rarely,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53192,22/03/2022 11:49,week 54,Frequently,Always,Always,Always,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Rarely,1.194349864,67,Female,Queensland,1,Part time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
53193,22/03/2022 12:17,week 54,Always,Sometimes,Sometimes,Always,Always,Frequently,Frequently,Sometimes,Frequently,Always,Frequently,Sometimes,0.854896967,50,Female,Victoria,2,Not working,Always, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53194,22/03/2022 12:29,week 54,Frequently,Always,Always,Always,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Sometimes,Not at all,1.194349864,73,Female,Queensland,2,Part time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53195,23/03/2022 04:18,week 54,Not at all,Rarely,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,1.180321234,73,Female,New South Wales,1,Retired,Rarely,Yes,__NA__,Yes,Yes,No,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53196,22/03/2022 13:16,week 54,Always,Always,Always,Not at all,Frequently,Frequently,Always,Sometimes,Always,Frequently,Always,Frequently,0.682428975,61,Female,South Australia,1,Part time employment,Always,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53197,22/03/2022 13:36,week 54,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always,0.976049966,36,Female,New South Wales,4,Full time employment,Always,Yes,__NA__,No,Yes,No,Yes,No,No,Yes,No,No,2,5 - A lot more of an impact,5 - A lot more of an impact,Yes,4
53198,22/03/2022 13:42,week 54,Always,Frequently,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,Always,0.703663666,34,Male,South Australia,3,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,5 - A lot more of an impact,4,Yes,4
53199,22/03/2022 14:18,week 54,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,0.854809239,50,Female,Tasmania,4,Not working,Always,No,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,1,3 – About the same,3 – About the same,No,3 – About the same
53200,22/03/2022 14:29,week 54,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0.95916126,51,Male,New South Wales,4,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,No,Yes,No,No,No,No,2,2,2,Yes,2
53201,22/03/2022 14:36,week 54,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,0.682428975,59,Female,South Australia,5,Not working,Sometimes,No,__NA__,No,No,No,No,No,No,No,No,Yes,Don't know,4,4,No,4
53202,22/03/2022 14:38,week 54,Always,Always,Always,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Not at all,0.976049966,45,Female,New South Wales,2,Part time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,2,No,1 – A lot less impact
53203,22/03/2022 14:41,week 54,Always,Always,Always,Always,Sometimes,Sometimes,Always,Frequently,Frequently,Always,Always,Sometimes,1.353131215,80,Female,Victoria,2,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53204,23/03/2022 07:15,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1.881747455,24,Male,New South Wales,6,Part time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,3 – About the same,3 – About the same,Yes,3 – About the same
53205,22/03/2022 15:52,week 54,Always,Frequently,Sometimes,Sometimes,Rarely,Not at all,Rarely,Rarely,Not at all,Rarely,Sometimes,Not at all,0.848267044,52,Male,Victoria,1,Unemployed,Sometimes,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53206,22/03/2022 16:08,week 54,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,Always,Always,Frequently,0.723083305,41,Female,Queensland,2,Not working,Frequently, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,2,No,1 – A lot less impact
53207,22/03/2022 18:24,week 54,Frequently,Always,Frequently,Rarely,Always,Sometimes,Not at all,Always,Always,Always,Always,Frequently,0.723083305,48,Female,Queensland,2,Not working,Always,Yes,__NA__,No,No,No,No,No,No,Yes,No,No,0,2,2,No,2
53208,22/03/2022 18:56,week 54,Always,Always,Always,Always,Sometimes,Always,Not at all,Always,Always,Always,Always,Sometimes,0.969339937,64,Female,Victoria,2,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53209,22/03/2022 19:23,week 54,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Frequently,0.745717068,63,Female,New South Wales,1,Retired,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,5 - A lot more of an impact,4,No,3 – About the same
53210,22/03/2022 19:34,week 54,Not at all,Always,Always,Sometimes,Not at all,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,0.969297554,55,Female,Queensland,3,Full time employment,Not at all,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,1 – A lot less impact,1 – A lot less impact,Yes,1 – A lot less impact
53211,22/03/2022 20:29,week 54,Frequently,Always,Always,Always,Not at all,Frequently,Always,Not at all,Not at all,Not at all,Not at all,Not at all,1.023401234,53,Male,Victoria,1,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,3 – About the same,No,3 – About the same
53212,22/03/2022 20:32,week 54,Sometimes,Always,Always,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,0.85758703,59,Male,Queensland,2,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53213,22/03/2022 20:34,week 54,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,1.612186502,71,Female,New South Wales,2,Retired,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,3 – About the same,No,1 – A lot less impact
53214,22/03/2022 20:42,week 54,Not at all,Frequently,Frequently,Sometimes,Sometimes,Always,Always,Frequently,Always,Always,Frequently,Rarely,0.95916126,62,Male,New South Wales,1,Retired,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53215,22/03/2022 20:43,week 54,Frequently,Always,Always,Always,Sometimes,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,Not at all,1.612186502,75,Female,New South Wales,2,Retired,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53216,22/03/2022 20:53,week 54,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Always,Sometimes,1.098087052,27,Female,New South Wales,3,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,2,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
53217,22/03/2022 20:55,week 54,Not at all,Frequently,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.745717068,55,Female,New South Wales,2,Part time employment,Not at all,Yes,__NA__,No,No,No,No,No,No,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53218,22/03/2022 21:03,week 54,Not at all,Frequently,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,0.851030348,73,Male,Victoria,3,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,1 – A lot less impact,1 – A lot less impact,Yes,1 – A lot less impact
53219,22/03/2022 21:11,week 54,Frequently,Always,Always,Always,Sometimes,Always,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,1.045017908,31,Female,Victoria,1,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53220,22/03/2022 21:14,week 54,Always,Frequently,Always,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,1.150833454,49,Male,Australian Capital Territory,3,Full time employment,Rarely,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,2,3 – About the same,3 – About the same,No,3 – About the same
53221,22/03/2022 21:34,week 54,Always,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.209158351,32,Male,Queensland,4,Unemployed,Not at all,Yes,__NA__,No,No,No,No,No,No,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53222,22/03/2022 21:56,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,0.555527147,45,Male,South Australia,2,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,4,No,4
53223,22/03/2022 21:57,week 54,Sometimes,Sometimes,Always,Always,Not at all,Not at all,Rarely,Sometimes,Frequently,Frequently,Sometimes,Not at all,0.848267044,62,Male,Victoria,2,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53224,22/03/2022 22:02,week 54,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Sometimes,Rarely,0.745717068,61,Female,New South Wales,3,Retired,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53225,22/03/2022 22:06,week 54,Frequently,Always,Always,Sometimes,Frequently,Always,Always,Sometimes,Always,Always,Frequently,Sometimes,0.917068144,26,Female,Australian Capital Territory,3,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,3 – About the same,No,2
53226,22/03/2022 22:17,week 54,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,1.662985837,79,Female,Western Australia,1,Retired,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,3 – About the same,4,No,1 – A lot less impact
53227,22/03/2022 22:18,week 54,Rarely,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.928838105,36,Female,Queensland,1,Full time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,2,No,1 – A lot less impact
53228,22/03/2022 22:38,week 54,Not at all,Rarely,Always,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,0.880970595,46,Male,Queensland,4,Full time employment,Frequently,No,Haven't had the time,Yes,Yes,Yes,Yes,No,No,No,No,No,1,3 – About the same,4,No,3 – About the same
53229,22/03/2022 23:05,week 54,Not at all,Always,Always,Not at all,Rarely,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,0.929266178,53,Male,Queensland,3,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,2,No,2
53230,22/03/2022 23:05,week 54,Always,Always,Always,Always,Rarely,Always,Not at all,Sometimes,Sometimes,Frequently,Frequently,Not at all,0.540781813,59,Male,South Australia,2,Full time employment,Frequently,Yes,__NA__,No,No,No,No,No,No,Yes,No,No,0,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53231,22/03/2022 23:08,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Sometimes,1.771757572,76,Male,Western Australia,2,Retired,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53232,22/03/2022 23:12,week 54,Sometimes,Sometimes,Always,Always,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,1.026735053,71,Male,Victoria,2,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,Yes,3 – About the same
53233,22/03/2022 23:24,week 54,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Sometimes,0.682428975,53,Female,South Australia,3,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53234,25/03/2022 23:07,week 54,Always,Frequently,Always,Always,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Rarely,0.682428975,54,Female,South Australia,1,Unemployed,Frequently,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53235,23/03/2022 00:10,week 54,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Always,Always,Always,Sometimes,0.85758703,60,Male,Queensland,2,Not working,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53236,23/03/2022 00:36,week 54,Always,Frequently,Always,Always,Always,Rarely,Frequently,Always,Frequently,Frequently,Frequently,Sometimes,0.944133625,82,Male,South Australia,2,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,4,No,5 - A lot more of an impact
53237,23/03/2022 00:54,week 54,Frequently,Always,Always,Always,Sometimes,Not at all,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,0.850850104,63,Male,Western Australia,2,Part time employment,Rarely,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53238,23/03/2022 01:11,week 54,Rarely,Rarely,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.962285812,78,Male,New South Wales,1,Retired,Not at all,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53239,23/03/2022 01:13,week 54,Frequently,Always,Always,Always,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,0.682428975,58,Female,South Australia,2,Not working,Rarely,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,Yes,2
53240,23/03/2022 01:24,week 54,Rarely,Sometimes,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.944133625,81,Male,South Australia,1,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,2,No,2
